sessionId,scenario,startedAtUtc,endedAtUtc,durationSeconds,sampleCount,averageFps,averageFrameMs,worstFrameMs,lowestSampledFps,averageHeapMb,peakHeapMb,averageAllocatedMemoryMb,peakAllocatedMemoryMb,averageReservedMemoryMb,peakReservedMemoryMb,screenWidth,screenHeight,platform,deviceType,deviceModel,operatingSystem,sceneName,qualityLevel,renderScale,viewMode,explosionFactor,crossSectionEnabled,rendererCount,enabledRendererCount,meshCount,estimatedTriangleCount,graphicsDeviceName,graphicsDeviceType,systemMemoryMb,graphicsMemoryMb,browserUrl
"scene_base_20260604_184809","scene_base","2026-06-04T18:48:09.4730000Z","2026-06-04T18:48:15.2700000Z",5,797,10,54,478,24,551,93,692,10,673,13,800,15,109,000,109,118,600,119,1910,903,"WebGLPlayer","Desktop","Chrome 141.0.0.0","Windows 10","MainScene_Final","Low",0,850,"Realistic",0,000,false,252,252,252,229054,"ANGLE (NVIDIA, NVIDIA GeForce GTX 980 Ti (0x000017C8) Direct3D11 vs_5_0 ps_5_0, D3D11)","OpenGLES3",276,512,"https://delarge95.github.io/WebGL-Thesis-Proposal/Build/index.html"
"scene_base_20260604_184815","scene_base","2026-06-04T18:48:15.2710000Z","2026-06-04T18:48:40.0200000Z",24,749,49,59,918,16,691,17,821,56,112,14,673,16,133,571,137,142,694,146,1910,903,"WebGLPlayer","Desktop","Chrome 141.0.0.0","Windows 10","MainScene_Final","Low",0,850,"Realistic",0,000,false,252,252,252,229054,"ANGLE (NVIDIA, NVIDIA GeForce GTX 980 Ti (0x000017C8) Direct3D11 vs_5_0 ps_5_0, D3D11)","OpenGLES3",324,512,"https://delarge95.github.io/WebGL-Thesis-Proposal/Build/index.html"
"selection_isolate_20260604_184840","selection_isolate","2026-06-04T18:48:40.0200000Z","2026-06-04T18:49:11.4020000Z",31,382,63,59,018,16,979,20,875,47,904,17,032,19,242,254,331,253,175,342,1910,903,"WebGLPlayer","Desktop","Chrome 141.0.0.0","Windows 10","MainScene_Final","Low",0,850,"Realistic",0,000,false,252,252,252,229054,"ANGLE (NVIDIA, NVIDIA GeForce GTX 980 Ti (0x000017C8) Direct3D11 vs_5_0 ps_5_0, D3D11)","OpenGLES3",532,512,"https://delarge95.github.io/WebGL-Thesis-Proposal/Build/index.html"
"explode_20260604_184911","explode","2026-06-04T18:49:11.4030000Z","2026-06-04T18:49:49.9020000Z",38,499,77,59,820,16,722,18,519,54,000,16,896,18,355,948,359,367,948,371,1910,903,"WebGLPlayer","Desktop","Chrome 141.0.0.0","Windows 10","MainScene_Final","Low",0,850,"Realistic",0,000,false,252,252,252,229054,"ANGLE (NVIDIA, NVIDIA GeForce GTX 980 Ti (0x000017C8) Direct3D11 vs_5_0 ps_5_0, D3D11)","OpenGLES3",532,512,"https://delarge95.github.io/WebGL-Thesis-Proposal/Build/index.html"
"cut_20260604_184949","cut","2026-06-04T18:49:49.9020000Z","2026-06-04T18:50:55.7850000Z",65,883,132,59,987,16,671,17,207,58,116,17,030,18,359,182,360,371,886,372,1910,903,"WebGLPlayer","Desktop","Chrome 141.0.0.0","Windows 10","MainScene_Final","Low",0,850,"Realistic",0,000,false,252,252,252,229054,"ANGLE (NVIDIA, NVIDIA GeForce GTX 980 Ti (0x000017C8) Direct3D11 vs_5_0 ps_5_0, D3D11)","OpenGLES3",532,512,"https://delarge95.github.io/WebGL-Thesis-Proposal/Build/index.html"
"thermal_studio_20260604_185055","thermal_studio","2026-06-04T18:50:55.7850000Z","2026-06-04T18:52:28.7030000Z",92,918,186,59,800,16,726,18,630,53,677,17,489,20,365,129,400,378,108,413,1910,903,"WebGLPlayer","Desktop","Chrome 141.0.0.0","Windows 10","MainScene_Final","Low",0,850,"Realistic",0,000,false,252,252,252,229054,"ANGLE (NVIDIA, NVIDIA GeForce GTX 980 Ti (0x000017C8) Direct3D11 vs_5_0 ps_5_0, D3D11)","OpenGLES3",549,512,"https://delarge95.github.io/WebGL-Thesis-Proposal/Build/index.html"
